,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Time,Fatal,NotFatal,Species,Season
5249,1920,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Standing,M,"Minor injuries to leg, hand & fingers",unknown,0,1,unknown,aut
5260,1920,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Jumped overboard,M,FATAL,Afternoon,1,0,unknown,unk
5261,1920,Unprovoked,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor",unknown,F,"""Recovered""",unknown,0,1,unknown,unk
5262,1920,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River,Splashing,M,Thigh & buttocks bitten. Not known if he survived.,unknown,0,1,unknown,unk
5259,1920,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming ,M,Leg bitten. FATAL,unknown,1,0,unknown,win
5255,1920,Unprovoked,AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay","Boat capsized, swimming to shore",M,"Tossed in air by shark, sustained abrasions",unknown,0,1,unknown,spr
5250,1920,Unprovoked,PHILIPPINES,Leyte,unknown,The coastwise steamer San Basilio capsized in a typhoon,M,FATAL,unknown,1,0,unknown,aut
5257,1920,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,Floating face down,F,Abdomen bitten,unknown,0,1,unknown,win
5275,1919,Boating,ITALY,unknown,Savona,Fishing,M,No injury,unknown,0,1,unknown,aut
5263,1919,Unprovoked,AUSTRALIA,Queensland,Brible Island,Swimming,M,Lacerations to left leg,unknown,0,1,unknown,aut
5268,1919,Unprovoked,USA,South Carolina,"James Island Sound, Charleston","""Swimming vigorously""",M,Left foot bitten & abraded,unknown,0,1,unknown,spr
5276,1919,Unprovoked,USA,Florida,"Near Panama City, Bay County",Swimming,F,Leg severed,unknown,0,1,unknown,unk
5265,1919,Unprovoked,AUSTRALIA,Northern Territory,Darwin,Sitting in a boat,M,Lacerations to buttocks,unknown,0,1,unknown,aut
5271,1919,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,"Multiple injuries, left leg surgically amputated at knee",Afternoon,0,1,unknown,win
5272,1919,Unprovoked,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Swimming,F,Leg bitten,Afternoon,0,1,unknown,win
5266,1919,Unprovoked,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",unknown,1,0,unknown,aut
5267,1919,Unprovoked,USA,Florida,"Gadsden Point, Tampa Bay",Swimming,M,Laceration to left thigh,unknown,0,1,unknown,sum
5273,1919,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Wading,M,"FATAL, right thigh bitten ",unknown,1,0,unknown,win
5264,1919,Unprovoked,AUSTRALIA,New South Wales,"Pelican Island, Macleay River",Swimming,M,"FATAL, left leg & calf bitten, leg surgically amputated ",unknown,1,0,unknown,win
5269,1919,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Knocked into the water,M,FATAL,unknown,1,0,unknown,spr
5274,1919,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Wading (shrimping),M,"FATAL, thigh bitten, leg amputated ",unknown,1,0,unknown,win
5277,1918,Unprovoked,USA,Hawaii,Papaikou plantation ,Fishing,M,FATAL,unknown,1,0,unknown,aut
5278,1918,Unprovoked,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Muchoir Banks,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,"FATAL, ""men snatched from rafts by sharks""   ",unknown,1,0,unknown,aut
5280,1918,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,"Severe laceration to arm, necessitating surgical amputation at the elbow",unknown,0,1,unknown,spr
5281,1918,Unprovoked,AUSTRALIA,Queensland,Near Cairns,Diving,M,Survived,unknown,0,1,unknown,unk
5279,1918,Unprovoked,AUSTRALIA,Queensland,Townsville,Bathing,M,FATAL,unknown,1,0,unknown,aut
5286,1917,Unprovoked,PANAMA,Colon,unknown,Swimming to shore from the Medic,M,FATAL,Morning,1,0,unknown,aut
5291,1917,Unprovoked,KUWAIT,unknown,unknown,Diving for pearls,M,Torso bitten,unknown,0,1,unknown,aut
5283,1917,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Wreck of the tug Magellan,M,FATAL,unknown,1,0,unknown,aut
5290,1917,Unprovoked,PHILIPPINES,Luzon Island,Canacao Bay,Swimming,M,"FATAL, abdominal cavity removed ",unknown,1,0,unknown,spr
5284,1917,Unprovoked,USA,New Jersey,"Sea Bright, Monmouth County","Swimming, towing an empty barrel",M,Left knee lacerated,Afternoon,0,1,unknown,aut
5292,1917,Unprovoked,LIBYA,Mediterranean Sea,Tripoli,Diving for sponges,M,"Bitten by shark, but  repelled it with his 'skandalopetra' ",unknown,0,1,unknown,unk
5287,1917,Unprovoked,USA,Florida,Florida Keys ,Diving,M,FATAL,unknown,1,0,unknown,sum
5288,1917,Unprovoked,IRELAND,Off Ireland,82 miles from Fastnet,Ship Mariston torpedoed & sunk,M,"FATAL, only 1 survivor",unknown,1,0,unknown,sum
5282,1917,Unprovoked,AUSTRALIA,Western Australia,Port Hedland,Swimming,M,Lacerations to left leg,unknown,0,1,unknown,win
5285,1917,Provoked,USA,Hawaii,"Nanakuli, Oahu",Stuffing a shark into an automobile,M,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,Morning,0,1,unknown,aut
5289,1917,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming beside launch,M,Right arm bitten,unknown,0,1,white,sum
5315,1916,Unprovoked,AUSTRALIA,New South Wales,Manley Beach,Swimming,M,FATAL,unknown,1,0,unknown,aut
5313,1916,Unprovoked,ATLANTIC OCEAN,unknown,unknown,Jumped overboard from Norwegian steamship Venator,M,Presumed FATAL,unknown,1,0,unknown,aut
5312,1916,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,Heel bitten,unknown,0,1,unknown,sum
5293,1916,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Bathing,M,Right calf bitten,unknown,0,1,unknown,win
5301,1916,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,M,Arm severely lacerated,unknown,0,1,unknown,sum
5314,1916,Provoked,USA,Florida,unknown,unknown,M,Leg bitten by shark hooked shark PROVOKED INCIDENT,unknown,0,1,unknown,sum
5317,1916,Unprovoked,AUSTRALIA,New South Wales,Curl Curl,Bathing,M,Minor lacerations to heel,unknown,0,1,unknown,spr
5296,1916,Provoked,PANAMA,unknown,Panama Canal,unknown,M,"""Severely bitten""",Afternoon,0,1,bull,aut
5303,1916,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,M,Ankle bruised,Morning,0,1,unknown,sum
5304,1916,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,M,"Lower left leg bitten, surgically amputated",unknown,0,1,unknown,sum
5305,1916,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell) ,M,"FATAL, thigh bitten ",Afternoon,1,0,unknown,sum
5306,1916,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,"FATAL, legs & torso bitten ",Morning,1,0,unknown,sum
5299,1916,Provoked,USA,Florida,"Sewells Point, near Palm Beach","Fishing, attempted to take a netted shark",M,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",unknown,1,0,unknown,aut
5307,1916,Unprovoked,BAHAMAS,unknown,50 miles off Bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",unknown,1,0,unknown,sum
5297,1916,Unprovoked,AUSTRALIA,Queensland,Townsville,Swimming,M,FATAL,Afternoon,1,0,unknown,aut
5298,1916,Unprovoked,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",Bathing,M,FATAL,Afternoon,1,0,unknown,aut
5308,1916,Unprovoked,SPAIN,Gran Canaria,Las Palmas,Diving,M,Survived,unknown,0,1,unknown,sum
5294,1916,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Taking wife to beach & about 1 m from the shore,M,"FATAL, right arm severed, chest punctured ",unknown,1,0,unknown,win
5295,1916,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming 10 m from shore,F,Leg nipped by shark,unknown,0,1,unknown,win
5309,1916,Unprovoked,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Bathing,M,Right foot severed,unknown,0,1,unknown,sum
5310,1916,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,M,FATAL,unknown,1,0,unknown,sum
5316,1916,Unprovoked,AUSTRALIA,Victoria,Carrum,Clinging to overturned rowing boat,M,FATAL,unknown,1,0,unknown,spr
5311,1916,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,M,"FATAL, left leg bitten",unknown,1,0,tiger,sum
5300,1916,Unprovoked,USA,Louisiana,Grand Lake,Netting shrimp,M,Lower left leg severely bitten & became septic. Not known if he survived,Morning,0,1,unknown,sum
5318,1915,Unprovoked,AUSTRALIA,Torres Strait, Thursday Island,Diving,M,"Arm severed, lacerations to thigh",unknown,0,1,small,aut
5322,1915,Unprovoked,MEXICO,Tamaulipas,Tampico,Fishing,M,FATAL,Afternoon,1,0,unknown,aut
5323,1915,Unprovoked,MEXICO,unknown,Santa Maria Bar,Wading,M,FATAL,Afternoon,1,0,unknown,aut
5325,1915,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Skin diving for trepang but at surface next to the boat,M,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",unknown,0,1,unknown,spr
5319,1915,Unprovoked,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,M,Severe bite to arm,unknown,0,1,unknown,aut
5320,1915,Unprovoked,AUSTRALIA,New South Wales,Manly,Bathing,M,Severe lacerations to feet & ankles,unknown,0,1,unknown,aut
5326,1915,Unprovoked,AUSTRALIA,Queensland,Wynnum-Manley,Swimming,M,Foot bitten,unknown,0,1,unknown,win
5321,1915,Unprovoked,USA,Florida,"St. Augustine, St Johns County",unknown,M,Laceration to left leg,unknown,0,1,unknown,sum
5328,1915,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,M,FATAL,unknown,1,0,unknown,win
5332,1914,Unprovoked,JAMAICA,Kingston Parish,Port Royal,Fell overboard,M,FATAL,Afternoon,1,0,unknown,aut
5346,1914,Unprovoked,AUSTRALIA,Queensland,Brisbane,Wading,F,Laceration to leg,unknown,0,1,unknown,aut
5334,1914,Unprovoked,CROATIA,Zadar County,Biograd na moru,Washing clothes,F,"No injury, shark grabbed clothes",unknown,0,1,unknown,aut
5342,1914,Unprovoked,GUYANA,Essequibo,Essequibo River Mouth,Boat swamped,M,FATAL,unknown,1,0,unknown,aut
5335,1914,Provoked,USA,Louisiana,New Orleans,Fishing,M,PROVOKED INCIDENT    Legs severed by shark entangled in his net,Morning,0,1,unknown,aut
5344,1914,Unprovoked,AUSTRALIA,South Australia,Marion Bay,Wading,M,Lacerations to foot,unknown,0,1,unknown,aut
5330,1914,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Swimming,M,Lacerations to right thigh and knee,unknown,0,1,unknown,aut
5339,1914,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming ashore from swamped 13-ft boat,M,FATAL x 2,unknown,1,0,unknown,spr
5347,1914,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,unknown,F,No details,unknown,unknown,unknown,unknown,unk
5331,1914,Unprovoked,SAMOA,Apolima Strait,Opposite Apelima &  Manona,Copra vessel with 19 on board was wrecked in a squall,F,Thigh bitten,unknown,0,1,unknown,aut
5340,1914,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,PROVOKED INCIDENT Lacerations to right hand by hooked shark,unknown,0,1,unknown,spr
5337,1914,Boating,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,Fishing boat,M,"No injury, shark bit paddle and stern of boat",unknown,0,1,gill,sum
5338,1914,Unprovoked,AUSTRALIA,Victoria,Sandringham,Bathing,M,FATAL,unknown,1,0,unknown,sum
5333,1914,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,FATAL,unknown,1,0,unknown,aut
5336,1914,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,unknown,M,"No injury, shark nudged raft and circled for 2 hrs.",unknown,0,1,unknown,sum
5343,1914,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,M,FATAL,unknown,1,0,porbeagle,spr
5345,1914,Unprovoked,AUSTRALIA,New South Wales,Paramatta River,Canoeing,M,Lacerations to arms,unknown,0,1,unknown,win
5348,1913,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,unknown,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
5349,1913,Unprovoked,CUBA,unknown,off Neuvitas,unknown,M,FATAL,unknown,1,0,unknown,aut
5358,1913,Unprovoked,COSTA RICA,unknown,Port Limon,Swimming,M,FATAL,unknown,1,0,unknown,aut
5362,1913,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,"Head, neck & left shoulder bitten",unknown,0,1,unknown,win
5350,1913,Unprovoked,NIGERIA,Lagos ,Lagos,Boat swamped,M,FATAL,unknown,1,0,unknown,aut
5361,1913,Unprovoked,SAMOA,Upolu Island,Apia Harbor,unknown,M,Leg severed,unknown,0,1,unknown,spr
5352,1913,Unprovoked,USA,Florida,"West Palm Beach, Palm Beach County",unknown,M,Major injuries but survived,unknown,0,1,unknown,aut
5351,1913,Unprovoked,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Swimming,M,Calf severely bitten;  leg surgically amputated,unknown,0,1,white,aut
5359,1913,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,M,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",unknown,0,1,unknown,spr
5363,1913,Unprovoked,REUNION,Saint-Denis,Barachoise bridge,Swimming after his hat,M,FATAL,unknown,1,0,hammerhead,unk
5364,1913,Unprovoked,REUNION,5aint-Denis,Barachois,Swimming,M,FATAL,unknown,1,0,unknown,unk
5365,1913,Unprovoked,AUSTRALIA,Victoria,Brighton,unknown,M,Arm severed,unknown,0,1,unknown,unk
5357,1913,Unprovoked,USA,South Carolina,Charleston,unknown,M,FATAL,unknown,1,0,unknown,sum
5353,1913,Provoked,CROATIA,Istria County,Pula,unknown,M,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,unknown,0,1,unknown,aut
5360,1913,Provoked,AUSTRALIA,New South Wales,unknown,Hauling in net,M,Lacerations to thigh by netted shark PROVOKED INCIDENT,Afternoon,0,1,unknown,spr
5366,1912,Unprovoked,PHILIPPINES,unknown,unknown,Swimming from foundered vessel,F,FATAL,unknown,1,0,unknown,aut
5376,1912,Unprovoked,FIJI,Viti Levu group,Beqa,Washed overboard,M,FATAL,unknown,1,0,unknown,aut
5369,1912,Unprovoked,SOLOMON ISLANDS,Central Province,Savo,Bathing,M,FATAL,unknown,1,0,unknown,aut
5367,1912,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,FATAL,unknown,1,0,unknown,sum
5375,1912,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,M,FATAL,unknown,1,0,unknown,win
5368,1912,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,M,Toes severed,unknown,0,1,unknown,sum
5372,1912,Provoked,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,M,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",unknown,0,1,unknown,win
5379,1912,Unprovoked,SPAIN,Balearics,Isla Cabrera,Fell into the water,M,FATAL,unknown,1,0,unknown,unk
5373,1912,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,M,Left calf & heel bitten,unknown,0,1,unknown,win
5371,1912,Unprovoked,NEW ZEALAND,North Island,Takapuna,Swimming,M,"""Slight laceration to leg""",unknown,0,1,unknown,spr
5377,1912,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,unknown,M,Thigh & lower abdomen severely bitten,unknown,0,1,unknown,win
5374,1912,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,M,Left shoulder & both legs bitten,unknown,0,1,unknown,win
5378,1912,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,FATAL,unknown,1,0,unknown,win
5386,1911,Unprovoked,SPAIN,Málaga ,Ceuta,Bathing,M,FATAL,unknown,1,0,unknown,aut
5392,1911,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Swimming,M,FATAL,unknown,1,0,unknown,aut
5387,1911,Provoked,USA,Delaware,Delaware Lightship,Fishing,M,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",unknown,0,1,unknown,aut
5391,1911,Boating,NEW ZEALAND,Chatham Islands,unknown,Fishing,unknown,"No injury to occupants, shark bit boat",unknown,0,1,white,aut
5389,1911,Provoked,USA,Texas,"Rockport, Aransas County",Fishing,M,Bitten on left leg by hooked shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
5395,1911,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",Fishing,M,FATAL,unknown,1,0,unknown,unk
5381,1911,Unprovoked,USA,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,M,FATAL,unknown,1,0,unknown,aut
5382,1911,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,Calves bitten,unknown,0,1,unknown,aut
5383,1911,Unprovoked,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,M,FATAL,unknown,1,0,unknown,aut
5384,1911,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,M,FATAL,unknown,1,0,unknown,aut
5394,1911,Unprovoked,USA,Texas,"Texas City, Galveston",Swimming,M,Minor injury to feet,unknown,0,1,unknown,unk
5385,1911,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,M,Left arm & thigh bitten,unknown,0,1,tiger,aut
5388,1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Bathing,M,"FATAL, partial remains recovered",unknown,1,0,unknown,spr
5393,1911,Unprovoked,AUSTRALIA,Western Australia,Off Legendre Island,3-masted steel barque Glenbank foundered during a cyclone,M,Minor injuries,unknown,0,1,unknown,win
5390,1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Swimming,M,FATAL,Morning,1,0,unknown,spr
5400,1910,Unprovoked,MEXICO,unknown,LaBarra,Swimming,M,Leg bitten,unknown,0,1,unknown,aut
5397,1910,Unprovoked,AUSTRALIA,Western Australia,Fremantle,Shipwrecked pearling schooner,M,FATAL,unknown,1,0,unknown,aut
5401,1910,Unprovoked,MOZAMBIQUE,Zambesi River,Portuguese territory,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",unknown,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Morning,1,0,unknown,aut
5403,1910,Unprovoked,PANAMA,Colón Province,Cristobal,Fell overboard from USS cruiser Tacoma,M,FATAL,unknown,1,0,unknown,spr
5398,1910,Provoked,NORTH ATLANTIC OCEAN,Georges Bank,unknown,Fishing,M,Right hand severely bitten by netted shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
5407,1910,Unprovoked,AUSTRALIA,New South Wales,Newcastle Harbor,unknown,M,FATAL,unknown,1,0,unknown,win
5399,1910,Unprovoked,AUSTRALIA,Queensland,Mackay,Bathing,M,Foot bitten,unknown,0,1,unknown,aut
5409,1910,Unprovoked,PHILIPPINES,Luzon Island,"Polinao Point, Manila",Swimming,M,"Calf removed, not known if he survived ",unknown,unknown,unknown,unknown,unk
5404,1910,Unprovoked,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",Swimming,M,Lacerations to foot,unknown,0,1,unknown,spr
5406,1910,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Surf bathing,M,"Shoulder, back & leg bitten",unknown,0,1,unknown,win
5421,1909,Provoked,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",Fishing,M,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,unknown,0,1,unknown,aut
5410,1909,Unprovoked,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",unknown,M,Severe lacerations to arm,Afternoon,0,1,unknown,aut
5418,1909,Unprovoked,MEXICO,Guerrero,Zacatula,Bathing,F,FATAL,unknown,1,0,unknown,aut
5411,1909,Unprovoked,AUSTRALIA,New South Wales,20 miles off Sydney,Fell overboard,M,FATAL,unknown,1,0,unknown,aut
5423,1909,Unprovoked,TUNISIA,Sfax,unknown,Diving (Helmet) for sponges,M,FATAL,Afternoon,1,0,unknown,aut
5414,1909,Provoked,USA,Delaware,"Lewes, Sussex County",Seine netting,M,Abrasion to leg from netted shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
